IPL	Sân bay Imperial County	Imperial County Airport	IPL	El Centro	El Centro	US	Hoa kỳ	United States
IPT	Sân bay Williamsport Regional	Williamsport Regional Airport	IPT	Williamsport	Williamsport	US	Hoa kỳ	United States
IQN	Sân bay Qingyang	Qingyang Airport	IQN	Thanh Dương	Qingyang	CN	Trung Quốc	China
IQQ	Sân bay Diego Aracena	Diego Aracena International Airport	IQQ	Iqueque	Iquique	CL	Chi lê	Chile
IQT	Sân bay Crnl. FAP Francisco Secada Vignetta	Crnl. FAP Francisco Secada Vignetta International	IQT	Iquitos	Iquitos	PE	Peru	Peru
IRG	Sân bay Lockhart River	Lockhart River Airport	IRG	Lockhart River	Lockhart River	AU	Úc	Australia
IRJ	Sân bay Capitán Vicente Almandos Almonacid	Capitán Vicente Almandos Almonacid Airport	IRJ	La Rioja	La Rioja	AR	Ác Hen Tina	Argentina
IRK	Sân bay Kirksville Regional	Kirksville Regional Airport	IRK	Kirksville	Kirksville	US	Hoa kỳ	United States
ISA	Sân bay Mount Isa	Mount Isa Airport	ISA	Mount Isa	Mount Isa	AU	Úc	Australia
ISB	Sân bay Benazir Bhutto	Benazir Bhutto International Airport	ISB	Islamabad	Islamabad	PK	Pakistan	Pakistan
ISG	Sân bay Ishigaki	Ishigaki Airport	ISG	Ishigaki	Ishigaki	JP	Nhật bản	Japan
ISN	Sân bay Sloulin Field	Sloulin Field International Airport	ISN	Williston	Williston	US	Hoa kỳ	United States
ISP	Sân bay Long Island MacArthur	Long Island MacArthur Airport	ISP	Islip	Islip	US	Hoa kỳ	United States
IST	Sân bay Istanbul Atatürk	Istanbul Atatürk Airport	IST	Istanbul	Istanbul	TR	Thổ nhĩ kỳ	Turkey
ITH	Sân bay Ithaca Tompkins Regional	Ithaca Tompkins Regional Airport	ITH	Ithaca	Ithaca	US	Hoa kỳ	United States
ITM	Sân bay Osaka	Osaka International Airport	OSA	Osaka	Osaka	JP	Nhật bản	Japan
ITO	Sân bay Hilo	Hilo International Airport	ITO	Hilo	Hilo	US	Hoa kỳ	United States
IUE	Sân bay Hanan	Hanan International Airport	IUE	Niue Island	Niue Island	NU	Niue	Niue
IVC	Sân bay Invercargill	Invercargill Airport	IVC	Invercargill	Invercargill	NZ	Niu di lân	New Zealand
IVL	Sân bay Ivalo	Ivalo Airport	IVL	Ivalo	Ivalo	FI	Phần lan	Finland
IWD	Sân bay Gogebic-Iron County	Gogebic-Iron County Airport	IWD	Ironwood	Ironwood	US	Hoa kỳ	United States
IWJ	Sân bay Iwami	Iwami Airport	IWJ	Iwami	Iwami	JP	Nhật bản	Japan
IWS	Sân bay West Houston	West Houston Airport	HOU	Houston	Houston	US	Hoa kỳ	United States
IXB	Sân bay Bagdogra	Bagdogra Airport	IXB	Bagdogra	Bagdogra	IN	Ấn độ	India
IXC	Sân bay Chandigarh	Chandigarh Airport	IXC	Chandigarh	Chandigarh	IN	Ấn độ	India
IXD	Sân bay Allahabad	Allahabad Airport / Bamrauli Air Force Base	IXD	Allahabad	Allahabad	IN	Ấn độ	India
IXE	Sân bay Mangalore	Mangalore International Airport	IXE	Mangalore	Mangalore	IN	Ấn độ	India
IXJ	Sân bay Jammu	Jammu Airport	IXJ	Jammu	Jammu	IN	Ấn độ	India
IXL	Sân bay Leh Kushok Bakula Rimpochee	Leh Kushok Bakula Rimpochee Airport	IXL	Leh	Leh	IN	Ấn độ	India
IXM	Sân bay Madurai	Madurai Airport	IXM	Madurai	Madurai	IN	Ấn độ	India
IXR	Sân bay Birsa Munda	Birsa Munda Airport	IXR	Ranchi	Ranchi	IN	Ấn độ	India
IXU	Sân bay Aurangabad	Aurangabad Airport	IXU	Aurangabad	Aurangabad	IN	Ấn độ	India
IXZ	Sân bay Vir Savarkar	Vir Savarkar Airport	IXZ	Port Blair	Port Blair	IN	Ấn độ	India
IYK	Sân bay Inyokern	Inyokern Airport	IYK	Inyokern	Inyokern	US	Hoa kỳ	United States
IZO	Sân bay Izumo	Izumo Airport	IZO	Izumo	Izumo	JP	Nhật bản	Japan
JAC	Sân bay Jackson Hole	Jackson Hole Airport	JAC	Jackson	Jackson	US	Hoa kỳ	United States
JAI	Sân bay Jaipur	Jaipur Airport	JAI	Jaipur	Jaipur	IN	Ấn độ	India
JAL	Sân bay El Lencero	El Lencero Airport	JAL	Xalapa	Xalapa	MX	Mê hi cô	MEXICO
JAV	Sân bay Ilulissat	Ilulissat Airport	JAV	Ilulissat	Ilulissat	GL	Greenland	Greenland
JBP	Commerce Business Park Heliport	Commerce Business Park Heliport	JBP	Los Angeles	Los Angeles	US	Hoa kỳ	United States
JBR	Sân bay Jonesboro Municipal	Jonesboro Municipal Airport	JBR	Jonesboro	Jonesboro	US	Hoa kỳ	United States
JCE	Oakland Convention Center Heliport	Oakland Convention Center Heliport	JCE	Oakland	Oakland	US	Hoa kỳ	United States
JCI	New Century AirCenter	New Century AirCenter	JCI	Kansas City	Kansas City	US	Hoa kỳ	United States
JCK	Sân bay Julia Creek	Julia Creek Airport	JCK	Julia Creek	Julia Creek	AU	Úc	Australia
JDH	Sân bay Jodhpur	Jodhpur Airport	JDH	Jodhpur	Jodhpur	IN	Ấn độ	India
JDO	Sân bay Cariri Regional	Cariri Regional Airport	JDO	Juazeiro Do Norte	Juazeiro Do Norte	BR	Bra xin	Brazil
JDP	Paris - Issy-les-Moulineaux Heliport	Paris - Issy-les-Moulineaux Heliport	PAR	Paris	Paris	FR	Pháp	France
JDZ	Sân bay Jingdezhen	Jingdezhen Airport	JDZ	Tĩnh Đức Trấn	Jingdezhen	CN	Trung Quốc	China
JED	Sân bay King Abdulaziz	King Abdulaziz International Airport	JED	Jeddah	Jeddah	SA	Ả rập xê út	Saudi Arabia
JEF	Sân bay Jefferson City Memorial	Jefferson City Memorial Airport	JEF	Jefferson City	Jefferson City	US	Hoa kỳ	United States
JEG	Sân bay Aasiaat	Aasiaat Airport	JEG	Aasiaat	Aasiaat	GL	Greenland	Greenland
JER	Sân bay Jersey	Jersey Airport	JER	Jersey	Jersey	GB	Anh quốc	United Kingdom
JFK	Sân bay John F. Kennedy	John F. Kennedy International Airport	NYC	New York	New York	US	Hoa kỳ	United States
JGA	Sân bay Jamnagar	Jamnagar Airport	JGA	Jamnagar	Jamnagar	IN	Ấn độ	India
JGD	Sân bay Jia ge da qi	Jia ge da qi Airport	JGD	Jia ge da qi	Jia ge da qi	CN	Trung Quốc	China
JGN	Sân bay Jiayuguan	Jiayuguan Airport	JGN	Gia Dụ Quan	Jiayuguan	CN	Trung Quốc	China
JGS	Sân bay Ji an ji an	Ji an ji an Airport	JGS	Từ An	Ji an ji an	CN	Trung Quốc	China
JHB	Sân bay Sultan Ismail	Sultan Ismail International Airport	JHB	Johor Bahru	Johor Bahru	MY	Malaysia	Malaysia
JHE	Hamnen Heliport	Hamnen Heliport	JHE	Angelholm/Helsingborg	Angelholm/Helsingborg	SE	Thụy điển	Sweden
JHG	Sân bay Xishuangbanna Gasa	Xishuangbanna Gasa Airport	JHG	Kinh Hoằng	Jinghong	CN	Trung Quốc	China
JHM	Sân bay Kapalua	Kapalua Airport	JHM	Kapalua	Kapalua	US	Hoa kỳ	United States
JHS	Sân bay Sisimiut	Sisimiut Airport	JHS	Sisimiut	Sisimiut	GL	Greenland	Greenland
JHW	Sân bay Chautauqua County-Jamestown	Chautauqua County-Jamestown Airport	JHW	Jamestown	Jamestown	US	Hoa kỳ	United States
JIB	Sân bay Ambouli	Ambouli Airport	JIB	Djibouti	Djibouti	DJ	Djibouti	Djibouti
JIK	Sân bay Ikaria	Ikaria Airport	JIK	Ikaria Island	Ikaria Island	GR	Hy lạp	Greece
JIL	Sân bay Jilin	JILIN	JIL	Cát Lâm	JILIN	CN	Trung Quốc	China
JIM	Sân bay Aba Segud	Aba Segud Airport	JIM	Jimma	Jimma	ET	E ti ô pia	Ethiopia
JIQ	Sân bay Qianjiang Wulingshan	Qianjiang Wulingshan Airport	JIQ	Qianjiang Wulingshan	Qianjiang Wulingshan	CN	Trung Quốc	China
JIU	Sân bay Jiujiang Lushan	Jiujiang Lushan Airport	JIU	Jiujiang	Jiujiang	CN	Trung Quốc	China
JJD	Jericoacoara	Jericoacoara	JJD	Jericoacoara	Jericoacoara	BR	Bra xin	Brazil
JJN	Sân bay Quanzhou Jinjiang	Quanzhou Jinjiang Airport	JJN	Tân Giang	Jinjiang	CN	Trung Quốc	China
JJU	Qaqortoq Heliport	Qaqortoq Heliport	JJU	Qaqortoq	Qaqortoq	GL	Greenland	Greenland
JKG	Sân bay Jönköping	Jönköping Airport	JKG	Jonkoping	Jonkoping	SE	Thụy điển	Sweden
JKH	Sân bay Chios Island National	Chios Island National Airport	JKH	Chios	Chios	GR	Hy lạp	Greece
JKT	Tất cả các sân bay	All Airports	JKT	Jakarta	Jakarta	ID	Indonesia	Indonesia
JLD	Landskrona Heliport	Landskrona Heliport	JLD	Landskrona	Landskrona	SE	Thụy điển	Sweden
JLN	Sân bay Joplin Regional	Joplin Regional Airport	JLN	Joplin	Joplin	US	Hoa kỳ	United States
JMK	Sân bay Mykonos Island National	Mykonos Island National Airport	JMK	Mykonos	Mykonos	GR	Hy lạp	Greece
JMM	Malmö Harbour Heliport	Malmö Harbour Heliport	JMM	Malmo	Malmo	SE	Thụy điển	Sweden
JMS	Sân bay Jamestown Regional	Jamestown Regional Airport	JMS	Jamestown	Jamestown	US	Hoa kỳ	United States
JMU	Sân bay Jiamusi	JIAMUSI	JMU	Giai Mộc Tư	JIAMUSI	CN	Trung Quốc	China
JNB	Sân bay OR Tambo	OR Tambo International Airport	JNB	Johannesburg	Johannesburg	ZA	Nam Phi	South Africa
JNG	Sân bay Jining	Jining Airport	JNG	Tế Ninh	Jining	CN	Trung Quốc	China
JNN	Nanortalik Heliport	Nanortalik Heliport	JNN	Nanortalik	Nanortalik	GL	Greenland	Greenland
JNS	Narsaq Heliport	Narsaq Heliport	JNS	Narsaq	Narsaq	GL	Greenland	Greenland
JNU	Sân bay Juneau	Juneau International Airport	JNU	Juneau	Juneau	US	Hoa kỳ	United States
JNX	Sân bay Naxos Island National	Naxos Island National Airport	JNX	Naxos	Naxos	GR	Hy lạp	Greece
JNZ	Sân bay Jinzhou	Jinzhou Airport	JNZ	Kim Châu	Jinzhou	CN	Trung Quốc	China
JOE	Sân bay Joensuu	Joensuu Airport	JOE	Joensuu	Joensuu	FI	Phần lan	Finland
JOG	Sân bay Adisucipto	Adisucipto International Airport	JOG	Yogjakarta	Yogjakarta	ID	Indonesia	Indonesia
JOI	Sân bay Joinville	Joinville Airport	JOI	Joinville	Joinville	BR	Bra xin	Brazil
JPA	Sân bay Presidente Castro Pinto	Presidente Castro Pinto International Airport	JPA	Joao Pessoa	Joao Pessoa	BR	Bra xin	Brazil
JRE	East 60th Street Heliport	East 60th Street Heliport	JRE	New York	New York	US	Hoa kỳ	United States
JRO	Sân bay Kilimanjaro	Kilimanjaro International Airport	JRO	Kilimanjaro	Kilimanjaro	TZ	Tanzania	Tanzania
JSI	Sân bay Skiathos Island National	Skiathos Island National Airport	JSI	Skiathos	Skiathos	GR	Hy lạp	Greece
JSP	Sogwipo Heliport	Sogwipo Heliport	JSP	Jeju City	Jeju City	KP	Triều tiên	Korea (North)
JST	Sân bay John Murtha Johnstown-Cambria County	John Murtha Johnstown-Cambria County Airport	JST	Johnstown	Johnstown	US	Hoa kỳ	United States
JSU	Sân bay Maniitsoq	Maniitsoq Airport	JSU	Maniitsoq	Maniitsoq	GL	Greenland	Greenland
JSY	Sân bay Syros Island	Syros Island Airport	JSY	Syros Island	Syros Island	GR	Hy lạp	Greece
JTR	Sân bay Santorini	Santorini Airport	JTR	Thira Island	Thira Island	GR	Hy lạp	Greece
JTY	Sân bay Astypalaia	Astypalaia Airport	JTY	Astypalea	Astypalea	GR	Hy lạp	Greece
JUB	Sân bay Juba	Juba Airport	JUB	Juba	Juba	SD	Sudan	Sudan
JUH	Sân bay Chizhou	Chizhou Airport	JUH	Trì Châu Cửu Hoa Sơn	Chizhou	CN	Trung Quốc	China
JUJ	Sân bay Gobernador Horacio Guzmán	Gobernador Horacio Guzmán International Airport	JUJ	Jujuy	Jujuy	AR	Ác Hen Tina	Argentina
JUL	Sân bay Inca Manco Capac	Inca Manco Capac Airport	JUL	Juliaca	Juliaca	PE	Peru	Peru
JUZ	Sân bay Juzhou	Juzhou Airport	JUZ	Cư Châu	Juzhou	CN	Trung Quốc	China
JXA	Sân bay Jixi Shi	Jixi Shi Airport	JXA	Jixi Shi	Jixi Shi	CN	Trung Quốc	China
JXN	Sân bay Jackson County	Jackson County Airport	JXN	Jackson	Jackson	US	Hoa kỳ	United States
JYV	Sân bay Jyväskylä	Jyväskylä Airport	JYV	Jyvaskyla	Jyvaskyla	FI	Phần lan	Finland
JZH	Sân bay Jiuzhai Huanglong	Jiuzhai Huanglong Airport	JZH	Cửu Trại Câu	Jiuzhaigou	CN	Trung Quốc	China
